Case Number,Date Reported,Time Reported,Month Reported,Day of Week,Call for Service Nature,Address of Occurrence,Reporting District,Agency,Report/No Report
B16-21312,6/4/16,7:05 PM,June,Saturday,VANDALISM NP,409 S HIGH ST,LB304,BPD,REPORT NEEDED
B16-21217,6/4/16,12:03 AM,June,Saturday,VANDALISM NP,720 S COLLEGE MALL RD; HUNTER RIDGE APARTMENTS,LB305,BPD,REPORT NEEDED
B16-21460,6/5/16,10:49 PM,June,Sunday,DISTURBANCE IP,215 N ROGERS ST; AMETHYST HOUSE,LB520,BPD,NO REPORT NEEDED
B16-21369,6/5/16,2:55 AM,June,Sunday,DISTURBANCE IP,222 N WALNUT ST; ROCKITS FAMOUS PIZZA,LB102,BPD,NO REPORT NEEDED
B16-21448,6/5/16,8:26 PM,June,Sunday,DISTURBANCE IP,3233 W JACOB DR; WHITE CASTLE,LB524,BPD,NO REPORT NEEDED
B16-21367,6/5/16,2:09 AM,June,Sunday,DRUNK,111 N DUNN ST,LB102,BPD,NO REPORT NEEDED
B16-21379,6/5/16,4:53 AM,June,Sunday,DRUNK,404 W KIRKWOOD AVE; JOHN CAMPBELL HOUSE,LB101,BPD,NO REPORT NEEDED
B16-21361,6/5/16,12:51 AM,June,Sunday,NOISE,1150 S CLARIZZ BLVD; BLDG N,LB310,BPD,NO REPORT NEEDED
B16-21382,6/5/16,5:16 AM,June,Sunday,NOISE,1615 S WILCOX ST;CITY FLATS,LB318,BPD,NO REPORT NEEDED
B16-21384,6/5/16,7:01 AM,June,Sunday,NOISE,2515 S DEEP WELL CT,LB324,BPD,NO REPORT NEEDED
B16-21365,6/5/16,2:00 AM,June,Sunday,NOISE,3009 N NORWAY DR,LMN16,BPD,NO REPORT NEEDED
B16-21461,6/5/16,10:58 PM,June,Sunday,NOISE,830 S WOODLAWN AVE,LB302,BPD,NO REPORT NEEDED
B16-21383,6/5/16,5:24 AM,June,Sunday,NOISE,916 S ROGERS ST,LB412,BPD,NO REPORT NEEDED
B16-21373,6/5/16,3:30 AM,June,Sunday,NOISE,930 S MAXWELL TER; MAXWELL TERRACE APARTMENTS,LB312,BPD,NO REPORT NEEDED
B16-21432,6/5/16,6:47 PM,June,Sunday,PANHANDLING,S GRANT ST & E KIRKWOOD AVE,LB102,BPD,NO REPORT NEEDED
B16-21392,6/5/16,10:38 AM,June,Sunday,VANDALISM IP,3100 S WALNUT STREET PIKE; COMMUNITY ROOM B BLDG,LB336,BPD,NO REPORT NEEDED
B16-21520,6/6/16,1:21 PM,June,Monday,DISTURBANCE IP,101 W 2ND ST; SEMINARY PARK,LB410,BPD,NO REPORT NEEDED
B16-21476,6/6/16,2:25 AM,June,Monday,DISTURBANCE IP,2344 S WINSLOW CT,LB326,BPD,NO REPORT NEEDED
B16-21547,6/6/16,4:10 PM,June,Monday,DISTURBANCE IP,2622 N WALNUT ST; APT 149,LB209,BPD,NO REPORT NEEDED
B16-21578,6/6/16,8:46 PM,June,Monday,VANDALISM NP,1301 W 11TH ST; PENTACOSTAL FAITH ASSEMBLY,LB517,BPD,REPORT NEEDED
B16-21508,6/6/16,10:39 AM,June,Monday,VANDALISM NP,301 S WALNUT ST; TRANSIT STATION,LB104,BPD,REPORT NEEDED
B16-21702,6/7/16,6:12 PM,June,Tuesday,DISTURBANCE IP,100 W KIRKWOOD AVE; MONROE COUNTY COURTHOUSE,LMNC,BPD,NO REPORT NEEDED
B16-21662,6/7/16,2:30 PM,June,Tuesday,DISTURBANCE IP,1012 N ILLINOIS ST,LB517,BPD,NO REPORT NEEDED
B16-21622,6/7/16,8:47 AM,June,Tuesday,DISTURBANCE IP,2201 S OAKDALE DR,LB417,BPD,REPORT NEEDED
B16-21630,6/7/16,11:06 AM,June,Tuesday,DISTURBANCE IP,2410 E WOODBINE AVE,LB311,BPD,REPORT NEEDED
B16-21703,6/7/16,5:59 PM,June,Tuesday,DISTURBANCE IP,2627 E 2ND ST; APT 9,LB304,BPD,REPORT NEEDED
B16-21617,6/7/16,7:50 AM,June,Tuesday,DISTURBANCE IP,3100 S WALNUT STREET PIKE,LB336,BPD,REPORT NEEDED
B16-21718,6/7/16,8:01 PM,June,Tuesday,DISTURBANCE IP,601 W 2ND ST; IU HEALTH BLOOMINGTON HOSPITAL,LB409,BPD,NO REPORT NEEDED
B16-21621,6/7/16,8:38 AM,June,Tuesday,DISTURBANCE IP,601 W 2ND ST; IU HEALTH BLOOMINGTON HOSPITAL,LB409,BPD,REPORT NEEDED
B16-21623,6/7/16,9:21 AM,June,Tuesday,DISTURBANCE IP,620 S WALNUT ST; SHALOM CENTER,LB410,BPD,NO REPORT NEEDED
B16-21632,6/7/16,11:21 AM,June,Tuesday,DISTURBANCE IP,912 S WALNUT ST,LB411,BPD,NO REPORT NEEDED
B16-21605,6/7/16,2:02 AM,June,Tuesday,DISTURBANCE NP,1175 S COLLEGE MALL RD; KROGER JACKSON CREEK,LB310,BPD,NO REPORT NEEDED
B16-21704,6/7/16,5:38 PM,June,Tuesday,PANHANDLING,430 E KIRKWOOD AVE,LB104,BPD,NO REPORT NEEDED
B16-21637,6/7/16,11:48 AM,June,Tuesday,PANHANDLING,550 S WALNUT ST; RALLYS,LB410,BPD,NO REPORT NEEDED
B16-21604,6/7/16,1:51 AM,June,Tuesday,VANDALISM IP,401 S WASHINGTON ST; MIDDLE WAY HOUSE THE RISE,LB104,BPD,REPORT NEEDED
B16-21839,6/8/16,6:28 PM,June,Wednesday,DISTURBANCE IP,1005 N ROGERS ST; APT 6B,LB518,BPD,REPORT NEEDED
B16-21854,6/8/16,8:02 PM,June,Wednesday,DISTURBANCE IP,101 W 2ND ST; SEMINARY PARK,LB410,BPD,NO REPORT NEEDED
B16-21837,6/8/16,6:14 PM,June,Wednesday,DISTURBANCE IP,1020 S WOODLAWN AVE; BRYAN PARK POOL,LB313,BPD,NO REPORT NEEDED
B16-21842,6/8/16,6:37 PM,June,Wednesday,DISTURBANCE IP,1521 S OLIVE ST,LB316,BPD,NO REPORT NEEDED
B16-21820,6/8/16,4:21 PM,June,Wednesday,DISTURBANCE IP,200 S WASHINGTON ST; FIFTH THIRD BANK DOWNTOWN,LB104,BPD,NO REPORT NEEDED
B16-21763,6/8/16,8:04 AM,June,Wednesday,DISTURBANCE IP,2475 S WINSLOW CT; OFC,LB326,BPD,NO REPORT NEEDED
B16-21806,6/8/16,2:19 PM,June,Wednesday,DISTURBANCE IP,S FAIRVIEW ST & W KIRKWOOD AVE,LB408,BPD,NO REPORT NEEDED
B16-21826,6/8/16,4:43 PM,June,Wednesday,DRUNK,VERNAL & CRESCENT,LB517,BPD,NO REPORT NEEDED
B16-21885,6/8/16,11:24 PM,June,Wednesday,NOISE,2400 E 7TH ST,LB222,BPD,NO REPORT NEEDED
B16-21741,6/8/16,12:15 AM,June,Wednesday,NOISE,2405 S WINSLOW CT,LB326,BPD,NO REPORT NEEDED
B16-21863,6/8/16,8:21 PM,June,Wednesday,NOISE,2502 S ROGERS ST,LB423,BPD,NO REPORT NEEDED
B16-21874,6/8/16,9:48 PM,June,Wednesday,NOISE,612 S PARK AVE,LB302,BPD,NO REPORT NEEDED
B16-21869,6/8/16,9:02 PM,June,Wednesday,NOISE,800 N SMITH RD; APT 32Y,LB218,BPD,NO REPORT NEEDED
B16-21852,6/8/16,5:40 PM,June,Wednesday,NOISE,950 S MAXWELL TER;APT D,LB312,BPD,NO REPORT NEEDED
B16-21781,6/8/16,11:30 AM,June,Wednesday,PANHANDLING,430 E KIRKWOOD AVE; JIMMY JOHNS KIRKWOOD,LB104,BPD,NO REPORT NEEDED
B16-21880,6/8/16,11:32 PM,June,Wednesday,VANDALISM IP,3849 S MILL STONE WAY,LB334,BPD,NO REPORT NEEDED
B16-21789,6/8/16,12:08 PM,June,Wednesday,VANDALISM NP,237 E WINSLOW RD; HOMETOWN REALTORS,LB327,BPD,NO REPORT NEEDED
B16-21762,6/8/16,7:52 AM,June,Wednesday,VANDALISM NP,2424 S WALNUT ST; LUCKYS MARKET,LB422,BPD,NO REPORT NEEDED
B16-21968,6/9/16,5:00 PM,June,Thursday,DISTURBANCE IP,1700 N WALNUT ST,LB212,BPD,NO REPORT NEEDED
B16-21948,6/9/16,2:37 PM,June,Thursday,DISTURBANCE IP,275 E WINSLOW RD; VILLAGE PANTRY SOUTH,LB327,BPD,NO REPORT NEEDED
B16-22009,6/9/16,9:15 PM,June,Thursday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,NO REPORT NEEDED
B16-21925,6/9/16,11:42 AM,June,Thursday,DISTURBANCE IP,3929 W ROLL AVE,LB416,BPD,NO REPORT NEEDED
B16-21984,6/9/16,6:38 PM,June,Thursday,DISTURBANCE IP,548 S BASSWOOD DR; APT K,LB404,BPD,NO REPORT NEEDED
B16-21953,6/9/16,3:19 PM,June,Thursday,DISTURBANCE IP,S GRANT ST & E KIRKWOOD AVE,LB102,BPD,REPORT NEEDED
B16-21923,6/9/16,11:36 AM,June,Thursday,DISTURBANCE IP,S HENDERSON ST & E SHERWOOD HILLS DR,LB328,BPD,NO REPORT NEEDED
B16-22037,6/9/16,11:34 PM,June,Thursday,DISTURBANCE NP,2383 S WINSLOW CT,LB326,BPD,REPORT NEEDED
B16-21992,6/9/16,7:27 PM,June,Thursday,DRUNK,W VERNAL PIKE & W 8TH ST,LB521,BPD,NO REPORT NEEDED
B16-21895,6/9/16,1:58 AM,June,Thursday,NOISE,907 S MAXWELL TER; 2ND FLOOR,LB312,BPD,NO REPORT NEEDED
B16-21935,6/9/16,12:57 PM,June,Thursday,PANHANDLING,100 E KIRKWOOD AVE; TROJAN HORSE,LB104,BPD,
B16-22054,6/10/16,1:23 AM,June,Friday,DISTURBANCE IP,1400 W RCA PARK DR; RCA PARK PLAYGROUND; RCA COMMUNITY PARK,LB419,BPD,NO REPORT NEEDED
B16-22059,6/10/16,1:59 AM,June,Friday,DISTURBANCE IP,2312 S ROGERS ST,LB423,BPD,REPORT NEEDED
B16-22055,6/10/16,1:29 AM,June,Friday,DISTURBANCE IP,2383 S WINSLOW CT,LB326,BPD,NO REPORT NEEDED
B16-22094,6/10/16,11:23 AM,June,Friday,DISTURBANCE IP,2504 S ROGERS ST,LB423,BPD,NO REPORT NEEDED
B16-22197,6/10/16,11:34 PM,June,Friday,DISTURBANCE IP,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,REPORT NEEDED
B16-22048,6/10/16,12:41 AM,June,Friday,DRUNK,215 N WALNUT ST,LB101,BPD,NO REPORT NEEDED
B16-22051,6/10/16,1:01 AM,June,Friday,DRUNK,223 W 6TH ST; JANKOS LITTLE ZAGREB,LB101,BPD,NO REPORT NEEDED
B16-22112,6/10/16,1:48 PM,June,Friday,DRUNK,2339 S TERRA CT,LB424,BPD,REPORT NEEDED
B16-22136,6/10/16,3:57 PM,June,Friday,DRUNK,417 E KIRKWOOD AVE; pitaya,LB102,BPD,NO REPORT NEEDED
B16-22049,6/10/16,12:45 AM,June,Friday,DRUNK,430 E KIRKWOOD AVE,LB104,BPD,NO REPORT NEEDED
B16-22195,6/10/16,11:00 PM,June,Friday,NOISE,525 W AMARYLLIS DR,LB513,BPD,NO REPORT NEEDED
B16-22155,6/10/16,6:15 PM,June,Friday,PANHANDLING,419 E KIRKWOOD AVE,LB102,BPD,NO REPORT NEEDED
B16-22091,6/10/16,10:43 AM,June,Friday,PANHANDLING,AUTO MALL & COVENANTER,LB310,BPD,NO REPORT NEEDED
B16-22196,6/10/16,11:29 PM,June,Friday,VANDALISM IP,2700 E 3RD ST,LB221,BPD,REPORT NEEDED
B16-22131,6/10/16,3:26 PM,June,Friday,VANDALISM NP,109 E WYLIE ST,LB301,BPD,REPORT NEEDED
B16-22128,6/10/16,2:39 PM,June,Friday,VANDALISM NP,1511 W 15TH ST,LB517,BPD,REPORT NEEDED
B16-22100,6/10/16,10:39 AM,June,Friday,VANDALISM NP,3200 E LONGVIEW AVE; APT 57,LB221,BPD,REPORT NEEDED
B16-22146,6/10/16,5:28 PM,June,Friday,VANDALISM NP,810 N WOODLAWN AVE; BLOOMINGTON FIRE STATION 3,LB214,BPD,NO REPORT NEEDED
B16-22213,6/11/16,1:59 AM,June,Saturday,DISTURBANCE IP,1219 E ATWATER AVE,LB302,BPD,NO REPORT NEEDED
B16-22252,6/11/16,10:25 AM,June,Saturday,DISTURBANCE IP,1717 W GRAY ST,LB516,BPD,NO REPORT NEEDED
B16-22314,6/11/16,9:46 PM,June,Saturday,DISTURBANCE IP,1722 N WALNUT ST; AMERICAS BEST VALUE INN,LB212,BPD,REPORT NEEDED
B16-22217,6/11/16,2:16 AM,June,Saturday,DISTURBANCE IP,309 N WALNUT ST; TACO BELL NORTH,LB101,BPD,NO REPORT NEEDED
B16-22269,6/11/16,2:21 PM,June,Saturday,DISTURBANCE IP,423 E KIRKWOOD AVE; NICKS,LB102,BPD,NO REPORT NEEDED
B16-22251,6/11/16,10:21 AM,June,Saturday,DISTURBANCE IP,514 W DAVIS ST; LT 10,LB412,BPD,NO REPORT NEEDED
B16-22310,6/11/16,8:49 PM,June,Saturday,DISTURBANCE NP,1600 N WILLIS DR; LT 1104,LB513,BPD,NO REPORT NEEDED
B16-22201,6/11/16,12:03 AM,June,Saturday,DRUNK,502 E KIRKWOOD AVE; KILROYS KIRKWOOD,LB104,BPD,NO REPORT NEEDED
B16-22225,6/11/16,3:41 AM,June,Saturday,NOISE,1506 S PIAZZA DR,LB318,BPD,NO REPORT NEEDED
B16-22291,6/11/16,5:40 PM,June,Saturday,NOISE,2036 N WALNUT ST; POOL AREA,LB212,BPD,NO REPORT NEEDED
B16-22229,6/11/16,4:43 AM,June,Saturday,NOISE,2440 S HENDERSON ST; APT 303,LB327,BPD,NO REPORT NEEDED
B16-22227,6/11/16,4:05 AM,June,Saturday,NOISE,455 N COLLEGE AVE; SMALLWOOD PLAZA,LB101,BPD,NO REPORT NEEDED
B16-22222,6/11/16,2:46 AM,June,Saturday,NOISE,702 N COLLEGE AVE; APT 11,LB519,BPD,NO REPORT NEEDED
B16-22281,6/11/16,4:52 PM,June,Saturday,PANHANDLING,425 E KIRKWOOD AVE,LB102,BPD,NO REPORT NEEDED
B16-22261,6/11/16,1:35 PM,June,Saturday,PANHANDLING,430 E KIRKWOOD AVE; JIMMY JOHNS KIRKWOOD,LB104,BPD,NO REPORT NEEDED
B16-22299,6/11/16,7:56 PM,June,Saturday,VANDALISM IP,2988 E 3RD ST,LB305,BPD,NO REPORT NEEDED
B16-22303,6/11/16,8:12 PM,June,Saturday,VANDALISM IP,520 W NORTHLANE DR,LB513,BPD,NO REPORT NEEDED
B16-22286,6/11/16,5:38 PM,June,Saturday,VANDALISM NP,821 S WALNUT ST; INDIANA AUTO,LB314,BPD,REPORT NEEDED
B16-22400,6/12/16,3:39 PM,June,Sunday,DISTURBANCE IP,1319 W 13TH ST,LB517,BPD,NO REPORT NEEDED
B16-22358,6/12/16,7:06 AM,June,Sunday,DISTURBANCE IP,1919 N COLLEGE AVE; STEAK N SHAKE NORTH,LB512,BPD,NO REPORT NEEDED
B16-22342,6/12/16,1:36 AM,June,Sunday,DISTURBANCE IP,317 E WINSLOW RD; AVERS PIZZA SOUTH,LB326,BPD,NO REPORT NEEDED
B16-22440,6/12/16,8:50 PM,June,Sunday,DISTURBANCE IP,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,REPORT NEEDED
B16-22421,6/12/16,6:13 PM,June,Sunday,DISTURBANCE IP,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,NO REPORT NEEDED
B16-22402,6/12/16,3:49 PM,June,Sunday,DISTURBANCE IP,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,REPORT NEEDED
B16-22388,6/12/16,1:32 PM,June,Sunday,DISTURBANCE IP,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,NO REPORT NEEDED
B16-22386,6/12/16,1:02 PM,June,Sunday,DISTURBANCE IP,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,NO REPORT NEEDED
B16-22336,6/12/16,12:41 AM,June,Sunday,DISTURBANCE IP,703 W GOURLEY PIKE; apt 53,LB513,BPD,NO REPORT NEEDED
B16-22430,6/12/16,6:58 PM,June,Sunday,DRUNK,1175 S COLLEGE MALL RD; KROGER JACKSON CREEK,LB310,BPD,NO REPORT NEEDED
B16-22450,6/12/16,10:41 PM,June,Sunday,DRUNK,3100 S WALNUT STREET PIKE,LB336,BPD,NO REPORT NEEDED
B16-22337,6/12/16,12:36 AM,June,Sunday,NOISE,1100 S FESS AVE,LB313,BPD,NO REPORT NEEDED
B16-22451,6/12/16,10:13 PM,June,Sunday,NOISE,1150 S CLARIZZ BLVD; H 331,LB310,BPD,NO REPORT NEEDED
B16-22338,6/12/16,12:50 AM,June,Sunday,NOISE,1216 W 12TH ST,LB517,BPD,NO REPORT NEEDED
B16-22399,6/12/16,3:07 PM,June,Sunday,NOISE,1400 W RCA PARK DR; RCA PARK PLAYGROUND; RCA COMMUNITY PARK,LB419,BPD,NO REPORT NEEDED
B16-22455,6/12/16,10:56 PM,June,Sunday,NOISE,422 S GRANT ST,LB104,BPD,NO REPORT NEEDED
B16-22392,6/12/16,2:10 PM,June,Sunday,PANHANDLING,E MOORES PIKE & S SMITH RD,LB320,BPD,NO REPORT NEEDED
B16-22359,6/12/16,7:25 AM,June,Sunday,VANDALISM NP,400 W 7TH ST; JOHNSONS CREAMERY BUILDING,LB101,BPD,REPORT NEEDED
B16-22565,6/13/16,6:36 PM,June,Monday,DISTURBANCE IP,1210 S COLLEGE MALL RD,LB310,BPD,NO REPORT NEEDED
B16-22577,6/13/16,8:32 PM,June,Monday,DISTURBANCE IP,2851 N OLD STATE ROAD 37,LB506,BPD,NO REPORT NEEDED
B16-22603,6/13/16,11:28 PM,June,Monday,DISTURBANCE IP,305 E WINSLOW RD; WINSLOW PLAZA,LB326,BPD,NO REPORT NEEDED
B16-22558,6/13/16,5:53 PM,June,Monday,DISTURBANCE IP,868 E MILLER DR,LB316,BPD,NO REPORT NEEDED
B16-22575,6/13/16,8:03 PM,June,Monday,DRUNK,301 S WALNUT ST,LB104,BPD,NO REPORT NEEDED
B16-22572,6/13/16,7:16 PM,June,Monday,NOISE,1136 W 17TH ST; APT 16,LB513,BPD,NO REPORT NEEDED
B16-22576,6/13/16,8:10 PM,June,Monday,NOISE,1421 W ALLEN ST,LB413,BPD,NO REPORT NEEDED
B16-22594,6/13/16,10:41 PM,June,Monday,NOISE,3140 S ACADIA CT,LB329,BPD,NO REPORT NEEDED
B16-22529,6/13/16,2:51 PM,June,Monday,NOISE,609 E MILLER DR,LB316,BPD,NO REPORT NEEDED
B16-22492,6/13/16,8:12 AM,June,Monday,PANHANDLING,100 E KIRKWOOD AVE,LB104,BPD,NO REPORT NEEDED
B16-22537,6/13/16,4:08 PM,June,Monday,VANDALISM IP,217 W KIRKWOOD AVE; HYATT PLACE HOTEL,LB103,BPD,NO REPORT NEEDED
B16-22714,6/14/16,6:00 PM,June,Tuesday,ALCOHOL RELATED,100 E KIRKWOOD AVE,LB104,BPD,REPORT NEEDED
B16-22685,6/14/16,2:18 PM,June,Tuesday,DISTURBANCE IP,101 W 2ND ST; SEMINARY PARK,LB410,BPD,NO REPORT NEEDED
B16-22696,6/14/16,3:14 PM,June,Tuesday,DISTURBANCE IP,106 E 2ND ST; SAHARA MART,LB301,BPD,REPORT NEEDED
B16-22682,6/14/16,1:47 PM,June,Tuesday,DISTURBANCE NP,1722 N WALNUT ST; AMERICAS BEST VALUE INN; APT 223,LB212,BPD,REPORT NEEDED
B16-22623,6/14/16,2:39 AM,June,Tuesday,DRUNK,3138 S ACADIA CT,LB329,BPD,NO REPORT NEEDED
B16-22621,6/14/16,1:49 AM,June,Tuesday,DRUNK,430 E KIRKWOOD AVE,LB104,BPD,NO REPORT NEEDED
B16-22757,6/14/16,11:28 PM,June,Tuesday,NOISE,1175 S COLLEGE MALL RD; KROGER JACKSON CREEK,LB310,BPD,NO REPORT NEEDED
B16-22726,6/14/16,6:27 PM,June,Tuesday,NOISE,3470 W 3RD ST; ONCE UPON A CHILD,LB524,BPD,NO REPORT NEEDED
B16-22727,6/14/16,7:03 PM,June,Tuesday,NOISE,800 N SMITH RD; APT Y32,LB218,BPD,NO REPORT NEEDED
B16-22704,6/14/16,4:17 PM,June,Tuesday,PANHANDLING,430 E KIRKWOOD AVE,LB104,BPD,NO REPORT NEEDED
B16-22688,6/14/16,2:31 PM,June,Tuesday,PANHANDLING,S DUNN ST & E KIRKWOOD AVE,LB102,BPD,NO REPORT NEEDED
B16-22680,6/14/16,1:32 PM,June,Tuesday,VANDALISM NP,321 E 6TH ST; APT A,LB102,BPD,REPORT NEEDED
B16-22651,6/14/16,8:47 AM,June,Tuesday,VANDALISM NP,322 E KIRKWOOD AVE; SOMA COFFEE HOUSE AND JUICE BAR,LB104,BPD,REPORT NEEDED
B16-22671,6/14/16,12:14 PM,June,Tuesday,VANDALISM NP,700 S COLLEGE AVE; NEURO SURGICAL CLINIC,LB411,BPD,NO REPORT NEEDED
B16-22867,6/15/16,7:49 PM,June,Wednesday,DISTURBANCE IP,1003 N ILLINOIS ST,LB517,BPD,NO REPORT NEEDED
B16-22818,6/15/16,12:52 PM,June,Wednesday,DISTURBANCE IP,1175 S COLLEGE MALL RD; KROGER JACKSON CREEK,LB310,BPD,NO REPORT NEEDED
B16-22851,6/15/16,5:48 PM,June,Wednesday,DISTURBANCE IP,121 W PINEWOOD DR,LB433,BPD,NO REPORT NEEDED
B16-22838,6/15/16,3:21 PM,June,Wednesday,DISTURBANCE IP,1500 W KIRKWOOD AVE; LOT 4,LB521,BPD,REPORT NEEDED
B16-22850,6/15/16,5:46 PM,June,Wednesday,DISTURBANCE IP,3279 S WALNUT SPRINGS DR,LB336,BPD,NO REPORT NEEDED
B16-22771,6/15/16,3:11 AM,June,Wednesday,DISTURBANCE IP,430 E KIRKWOOD AVE; DUNNKIRK SQUARE,LB104,BPD,NO REPORT NEEDED
B16-22847,6/15/16,4:53 PM,June,Wednesday,DISTURBANCE IP,N ILLINOIS ST & W 13TH ST,LB517,BPD,REPORT NEEDED
B16-22837,6/15/16,3:12 PM,June,Wednesday,DRUNK,216 N WALNUT ST; BLUE BIRD,LB102,BPD,NO REPORT NEEDED
B16-22761,6/15/16,12:51 AM,June,Wednesday,DRUNK,901 S WASHINGTON ST,LB314,BPD,NO REPORT NEEDED
B16-22872,6/15/16,8:19 PM,June,Wednesday,NOISE,1421 W ALLEN ST,LB413,BPD,NO REPORT NEEDED
B16-22825,6/15/16,1:17 PM,June,Wednesday,VANDALISM NP,2850 E 3RD ST; DICKS SPORTING GOODS,LB305,BPD,REPORT NEEDED
B16-23023,6/16/16,10:14 PM,June,Thursday,DISTURBANCE IP,101 W 2ND ST; SEMINARY PARK,LB410,BPD,REPORT NEEDED
B16-22900,6/16/16,1:20 AM,June,Thursday,DISTURBANCE IP,1527 S DORCHESTER DR,LB317,BPD,NO REPORT NEEDED
B16-22908,6/16/16,2:22 AM,June,Thursday,DISTURBANCE IP,1730 S WALNUT ST; NIGHT MOVES,LB421,BPD,NO REPORT NEEDED
B16-22907,6/16/16,2:21 AM,June,Thursday,DISTURBANCE IP,2615 E 3RD ST; BLOOMINGTON TRAVELODGE,LB221,BPD,NO REPORT NEEDED
B16-22901,6/16/16,1:22 AM,June,Thursday,DISTURBANCE IP,3000 S ACADIA CT,LB329,BPD,NO REPORT NEEDED
B16-22984,6/16/16,5:10 PM,June,Thursday,DISTURBANCE IP,500 S LIBERTY DR; KROGER WHITEHALL,LB403,BPD,REPORT NEEDED
B16-22944,6/16/16,12:33 PM,June,Thursday,DISTURBANCE IP,620 S WALNUT ST; SHALOM CENTER,LB410,BPD,NO REPORT NEEDED
B16-22922,6/16/16,8:53 AM,June,Thursday,DISTURBANCE IP,N ROGERS ST & W 7TH ST,LB101,BPD,NO REPORT NEEDED
B16-23001,6/16/16,7:47 PM,June,Thursday,DISTURBANCE NP,525 S PATTERSON DR; APT 6106,LB406,BPD,NO REPORT NEEDED
B16-23004,6/16/16,8:10 PM,June,Thursday,DISTURBANCE NP,S LINCOLN ST & E KIRKWOOD AVE,LB104,BPD,NO REPORT NEEDED
B16-23008,6/16/16,8:12 PM,June,Thursday,DRUNK,1933 S CURRY PIKE; HIGHLAND LOUNGE,LB416,BPD,NO REPORT NEEDED
B16-23018,6/16/16,9:44 PM,June,Thursday,DRUNK,2800 E 3RD ST; APPLEBEES,LB305,BPD,NO REPORT NEEDED
B16-22983,6/16/16,5:05 PM,June,Thursday,DRUNK,423 E KIRKWOOD AVE,LB102,BPD,NO REPORT NEEDED
B16-23000,6/16/16,7:23 PM,June,Thursday,DRUNK,S MORTON ST & W 1ST ST,LB409,BPD,NO REPORT NEEDED
B16-23041,6/16/16,11:55 PM,June,Thursday,NOISE,217 W KIRKWOOD AVE; HYATT PLACE HOTEL,LB103,BPD,NO REPORT NEEDED
B16-23037,6/16/16,11:34 PM,June,Thursday,VANDALISM IP,300 N WALNUT ST; WALNUT CENTER,LB102,BPD,REPORT NEEDED
B16-23016,6/16/16,8:50 PM,June,Thursday,VANDALISM NP,2114 S OAKDALE DR,LB417,BPD,REPORT NEEDED
B16-23071,6/17/16,7:36 AM,June,Friday,DISTURBANCE IP,1117 N JACKSON ST; UHAUL STORE,LB518,BPD,NO REPORT NEEDED
B16-23186,6/17/16,10:48 PM,June,Friday,DISTURBANCE IP,13TH & ILLINOIS,LB517,BPD,NO REPORT NEEDED
B16-23111,6/17/16,1:55 PM,June,Friday,DISTURBANCE IP,2650 S WALNUT ST; CVS PHARMACY SOUTH,LB433,BPD,REPORT NEEDED
B16-23113,6/17/16,2:03 PM,June,Friday,DISTURBANCE IP,3200 E LONGVIEW AVE; APT 40,LB221,BPD,NO REPORT NEEDED
B16-23125,6/17/16,2:39 PM,June,Friday,DISTURBANCE NP,2348 S WINSLOW CT; WINSLOW PLAZA PARKING LOT,LB326,BPD,NO REPORT NEEDED
B16-23108,6/17/16,1:44 PM,June,Friday,DRUNK,101 W 2ND ST; SEMINARY PARK,LB410,BPD,NO REPORT NEEDED
B16-23166,6/17/16,8:18 PM,June,Friday,DRUNK,108 E KIRKWOOD AVE,LB104,BPD,NO REPORT NEEDED
B16-23051,6/17/16,1:34 AM,June,Friday,DRUNK,1115 S WALNUT ST; CIRCLE K GRIMES AND WALNUT,LB314,BPD,REPORT NEEDED
B16-23057,6/17/16,2:22 AM,June,Friday,DRUNK,303 E KIRKWOOD AVE,LB102,BPD,NO REPORT NEEDED
B16-23128,6/17/16,3:16 PM,June,Friday,DRUNK,345 S MULLER PKWY; LOT 71,LB405,BPD,REPORT NEEDED
B16-23054,6/17/16,1:23 AM,June,Friday,NOISE,2675 E 7TH ST; APT I,LB221,BPD,REPORT NEEDED
B16-23200,6/17/16,11:55 PM,June,Friday,NOISE,3335 S ACADIA CT,LB329,BPD,NO REPORT NEEDED
B16-23122,6/17/16,1:58 PM,June,Friday,NOISE,422 E KIRKWOOD AVE ; THE RUBICON APTS,LB104,BPD,NO REPORT NEEDED
B16-23181,6/17/16,9:50 PM,June,Friday,NOISE,422 W NORTHLANE DR,LB513,BPD,NO REPORT NEEDED
B16-23088,6/17/16,10:35 AM,June,Friday,PANHANDLING,3000 W 3RD ST,LB524,BPD,NO REPORT NEEDED
B16-23271,6/18/16,4:37 PM,June,Saturday,DISTURBANCE IP,1400 W 12TH ST,LB517,BPD,REPORT NEEDED
B16-23244,6/18/16,12:51 PM,June,Saturday,DISTURBANCE IP,1800 N WALNUT ST; MOTEL 6; RM 233,LB212,BPD,NO REPORT NEEDED
