Incident,Date Reported,Time Reported,Month Reported,Day of Week,Nature,Incident address,Area,Agency,Clearance Code desc
B17-11363,3/27/2017,19:50:16,March,Monday,NOISE,3128 E BRAESIDE DR,LB221,BPD,NO REPORT
B17-11375,3/27/2017,22:08:44,March,Monday,NOISE,316 S HIGH ST,LB303,BPD,NO REPORT
B17-11389,3/28/2017,1:02:53,March,Tuesday,NOISE,3000 S ACADIA CT,LB329,BPD,NO REPORT
B17-11401,3/28/2017,7:22:48,March,Tuesday,NOISE,421 E 3RD ST,LB104,BPD,NO REPORT
B17-11426,3/28/2017,12:30:15,March,Tuesday,VANDALISM NP,418 E 8TH ST,LB102,BPD,REPORT NEEDED
B17-11436,3/28/2017,14:16:47,March,Tuesday,DISTURBANCE IP,624 S WALNUT ST; CAR DEALERSHIP,LB410,BPD,NO REPORT
B17-11458,3/28/2017,16:18:33,March,Tuesday,NOISE,2510 S BRYAN ST,LB423,BPD,NO REPORT
B17-11466,3/28/2017,17:08:31,March,Tuesday,NOISE,533 S VILLAGE CT,LB402,BPD,NO REPORT
B17-11472,3/28/2017,18:22:13,March,Tuesday,DISTURBANCE IP,1013 N ILLINOIS ST; APT 152,LB517,BPD,REPORT NEEDED
B17-11506,3/28/2017,20:07:22,March,Tuesday,NOISE,2515 S BRYAN ST,LB422,BPD,NO REPORT
B17-11517,3/28/2017,23:34:22,March,Tuesday,DISTURBANCE IP,N MADISON ST & W 17TH ST,LB519,BPD,NO REPORT
B17-11519,3/28/2017,23:30:29,March,Tuesday,NOISE,110 W 6TH ST,LB101,BPD,NO REPORT
B17-11520,3/28/2017,23:53:19,March,Tuesday,NOISE,2468 S WINSLOW CT,LB326,BPD,NO REPORT
B17-11530,3/29/2017,1:08:08,March,Wednesday,NOISE,3100 S WALNUT STREET PIKE,LB336,BPD,NO REPORT
B17-11548,3/29/2017,4:47:22,March,Wednesday,VANDALISM NP,525 S PATTERSON DR; THE DILLON 4205,LB406,BPD,REPORT NEEDED
B17-11550,3/29/2017,5:18:24,March,Wednesday,DRUNK,631 N MORTON ST,LB519,BPD,NO REPORT
B17-11572,3/29/2017,9:16:31,March,Wednesday,VANDALISM NP,200 S WASHINGTON ST; FIFTH THIRD BANK DOWNTOWN,LB104,BPD,REPORT NEEDED
B17-11583,3/29/2017,11:57:49,March,Wednesday,DISTURBANCE IP,1421 N WILLIS DR; CLASSIC BOWLING LANES,LB513,BPD,REPORT NEEDED
B17-11630,3/29/2017,17:02:09,March,Wednesday,DISTURBANCE IP,2002 S ROGERS ST; JOHNS FOOD MART,LB420,BPD,NO REPORT
B17-11645,3/29/2017,18:37:42,March,Wednesday,PANHANDLING,W JACOB DR & S GATES DR,LB524,BPD,NO REPORT
B17-11646,3/29/2017,18:35:07,March,Wednesday,DRUNK,S WASHINGTON ST & E KIRKWOOD AVE,LB104,BPD,REPORT NEEDED
B17-11655,3/29/2017,19:14:44,March,Wednesday,NOISE,113 S DUNN ST,LB104,BPD,NO REPORT
B17-11656,3/29/2017,17:08:54,March,Wednesday,NOISE,1130 W KIRKWOOD AVE,LB521,BPD,NO REPORT
B17-11660,3/29/2017,19:36:54,March,Wednesday,DISTURBANCE IP,303 E KIRKWOOD AVE; MONROE COUNTY PUBLIC LIBRARY,LB102,BPD,NO REPORT
B17-11675,3/29/2017,21:50:06,March,Wednesday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,NO REPORT
B17-11708,3/30/2017,6:45:35,March,Thursday,DISTURBANCE IP,1890 S WALNUT ST; APT 8,LB421,BPD,NO REPORT
B17-11711,3/30/2017,7:27:08,March,Thursday,DISTURBANCE IP,339 S GRANT ST,LB104,BPD,NO REPORT
B17-11712,3/30/2017,7:24:38,March,Thursday,DRUNK,S HENDERSON ST & E WINSLOW RD,LB326,BPD,NO REPORT
B17-11751,3/30/2017,13:19:26,March,Thursday,DISTURBANCE IP,645 S ROGERS ST; CENTERSTONE EAST 1,LB409,BPD,NO REPORT
B17-11786,3/30/2017,16:25:31,March,Thursday,DRUNK,S WALNUT ST & E 1ST ST,LB410,BPD,NO REPORT
B17-11791,3/30/2017,16:36:38,March,Thursday,DRUNK,102 E KIRKWOOD AVE; THE UPTOWN CAFE,LB104,BPD,NO REPORT
B17-11812,3/30/2017,19:04:33,March,Thursday,DRUNK,S LINCOLN ST & E KIRKWOOD AVE,LB104,BPD,NO REPORT
B17-11813,3/30/2017,19:11:48,March,Thursday,DRUNK,3100 S WALNUT STREET PIKE; WALNUT GROVE,LB336,BPD,NO REPORT
B17-11825,3/30/2017,20:56:56,March,Thursday,NOISE,566 E GRAHAM PL,LB327,BPD,NO REPORT
B17-11831,3/30/2017,21:48:54,March,Thursday,DRUNK,107 N DUNN ST,LB102,BPD,NO REPORT
B17-11833,3/30/2017,21:29:42,March,Thursday,NOISE,2447 S WINSLOW CT,LB326,BPD,NO REPORT
B17-11844,3/30/2017,23:38:07,March,Thursday,NOISE,345 S COLLEGE AVE; APT 401,LB103,BPD,NO REPORT
B17-11845,3/30/2017,23:40:13,March,Thursday,NOISE,321 N WASHINGTON ST,LB102,BPD,NO REPORT
B17-11848,3/31/2017,0:10:10,March,Friday,DISTURBANCE IP,812 W 9TH ST; REV ERNEST D BUTLER PARK,LB520,BPD,REPORT NEEDED
B17-11852,3/31/2017,0:55:09,March,Friday,NOISE,527 S HIGHLAND AVE,LB303,BPD,NO REPORT
B17-11855,3/31/2017,1:24:57,March,Friday,DISTURBANCE IP,221 N WALNUT ST; BLACKS MERCANTILE,LB101,BPD,NO REPORT
B17-11857,3/31/2017,1:30:18,March,Friday,VANDALISM NP,401 E 4TH ST,LB104,BPD,NO REPORT
B17-11865,3/31/2017,3:44:27,March,Friday,NOISE,315 E 8TH ST; APT 4,LB102,BPD,NO REPORT
B17-11867,3/31/2017,4:05:09,March,Friday,NOISE,323 N GRANT ST,LB102,BPD,NO REPORT
B17-11868,3/31/2017,4:21:32,March,Friday,NOISE,N GRANT ST & E 8TH ST,LB102,BPD,NO REPORT
B17-11869,3/31/2017,5:12:42,March,Friday,DISTURBANCE IP,1524 W 7TH ST,LB521,BPD,NO REPORT
B17-11900,3/31/2017,11:40:00,March,Friday,VANDALISM NP,1175 S COLLEGE MALL RD; KROGER JACKSON CREEK,LB310,BPD,NO REPORT
B17-11931,3/31/2017,15:54:38,March,Friday,PANHANDLING,550 S WALNUT ST; RALLYS,LB410,BPD,NO REPORT
B17-11936,3/31/2017,16:05:11,March,Friday,DISTURBANCE IP,1339 N LISMORE DR,LB517,BPD,NO REPORT
B17-11949,3/31/2017,16:54:17,March,Friday,DRUNK,123 S FRANKLIN RD; MEDEXPRESS URGENT CARE,LB523,BPD,NO REPORT
B17-11958,3/31/2017,17:37:12,March,Friday,DISTURBANCE IP,2910 W 3RD ST; MCDONALDS WEST,LB523,BPD,NO REPORT
B17-11970,3/31/2017,19:34:36,March,Friday,DISTURBANCE IP,1404 W 12TH ST,LB517,BPD,NO REPORT
B17-11972,3/31/2017,19:35:29,March,Friday,NOISE,N OVERHILL DR & E 7TH ST,LB222,BPD,NO REPORT
B17-11974,3/31/2017,19:37:03,March,Friday,NOISE,400 N CLARK ST,LB222,BPD,NO REPORT
B17-11984,3/31/2017,20:32:06,March,Friday,NOISE,3425 E LONGVIEW AVE,LB220,BPD,NO REPORT
B17-11985,3/31/2017,21:38:44,March,Friday,NOISE,520 N CABOT CT,LB219,BPD,NO REPORT
