Case Number,Date Reported,Time Reported,Month Reported,Day of Week,Call for Service Nature,Address of Occurrence,Reporting District,Agency,Report/No Report
B16-27614,7/19/16,4:13 AM,July,Tuesday,NOISE,710 N MORTON ST,LB519,BPD,NO REPORT NEEDED
B16-27607,7/19/16,2:18 AM,July,Tuesday,NOISE,2631 E 2ND ST; APT 10,LB304,BPD,NO REPORT NEEDED
B16-27604,7/19/16,2:15 AM,July,Tuesday,NOISE,1200 W 12TH ST,LB517,BPD,NO REPORT NEEDED
B16-27597,7/19/16,1:05 AM,July,Tuesday,NOISE,526 S MITCHELL ST,LB303,BPD,NO REPORT NEEDED
B16-27445,7/18/16,12:06 AM,July,Monday,NOISE,S MADISON ST & W 4TH ST,LB103,BPD,NO REPORT NEEDED
B16-27399,7/17/16,5:01 PM,July,Sunday,NOISE,321 E 14TH ST; TERRA TRACE,LB213,BPD,NO REPORT NEEDED
B16-27343,7/17/16,1:57 AM,July,Sunday,NOISE,S WASHINGTON ST & E DAVIS ST,LB314,BPD,NO REPORT NEEDED
B16-27340,7/17/16,1:47 AM,July,Sunday,NOISE,1202 S PARK AVE,LB313,BPD,NO REPORT NEEDED
B16-27334,7/17/16,1:28 AM,July,Sunday,NOISE,1600 N WILLIS DR; ARLINGTON VALLEY TRAILER PARK; LOT 112,LB513,BPD,NO REPORT NEEDED
B16-27260,7/16/16,3:43 PM,July,Saturday,NOISE,1100 N DUNN ST,LB214,BPD,NO REPORT NEEDED
B16-27208,7/16/16,4:20 AM,July,Saturday,NOISE,816 N MORTON ST,LB519,BPD,NO REPORT NEEDED
B16-27164,7/15/16,10:51 PM,July,Friday,NOISE,418 W NORTHLANE DR,LB513,BPD,NO REPORT NEEDED
B16-27019,7/15/16,2:58 AM,July,Friday,NOISE,3168 E COVENANTER DR,LB310,BPD,NO REPORT NEEDED
B16-26994,7/15/16,12:22 AM,July,Friday,NOISE,111 E 6TH ST ; UNKNOWN APT,LB102,BPD,NO REPORT NEEDED
B16-26958,7/14/16,10:00 PM,July,Thursday,NOISE,703 W GOURLEY PIKE; APT 142,LB513,BPD,NO REPORT NEEDED
B16-26960,7/14/16,9:53 PM,July,Thursday,NOISE,1100 W 4TH ST; ROSE HILL CEMETERY,LB408,BPD,NO REPORT NEEDED
B16-26845,7/14/16,2:30 AM,July,Thursday,NOISE,750 S WALKER ST; LOT 41,LB409,BPD,NO REPORT NEEDED
B16-26755,7/13/16,2:55 PM,July,Wednesday,NOISE,1600 N WILLIS DR; lot 117,LB513,BPD,NO REPORT NEEDED
B16-26752,7/13/16,2:35 PM,July,Wednesday,NOISE,1600 N WILLIS DR; LOT 117,LB513,BPD,NO REPORT NEEDED
B16-26700,7/13/16,2:48 AM,July,Wednesday,NOISE,2631 E 2ND ST; APT 2,LB304,BPD,NO REPORT NEEDED
B16-26691,7/13/16,12:26 AM,July,Wednesday,NOISE,703 W GOURLEY PIKE ; APT 82,LB513,BPD,NO REPORT NEEDED
B16-26680,7/13/16,12:02 AM,July,Wednesday,NOISE,1890 S WALNUT ST; APT 3,LB421,BPD,NO REPORT NEEDED
B16-26539,7/12/16,3:32 AM,July,Tuesday,NOISE,1402 W 12TH ST,LB517,BPD,NO REPORT NEEDED
B16-26526,7/12/16,12:33 AM,July,Tuesday,NOISE,1310 W 12TH ST,LB517,BPD,NO REPORT NEEDED
B16-26513,7/11/16,10:26 PM,July,Monday,NOISE,717 S HENDERSON ST,LB302,BPD,NO REPORT NEEDED
B16-26509,7/11/16,10:15 PM,July,Monday,NOISE,913 S LINCOLN ST,LB314,BPD,NO REPORT NEEDED
B16-26404,7/11/16,2:40 AM,July,Monday,NOISE,2402 S WINSLOW CT,LB326,BPD,NO REPORT NEEDED
B16-26397,7/11/16,12:46 AM,July,Monday,NOISE,1418 S MONON DR,LB411,BPD,NO REPORT NEEDED
B16-26314,7/10/16,12:53 PM,July,Sunday,NOISE,2504 S ROGERS ST,LB423,BPD,NO REPORT NEEDED
B16-26279,7/10/16,12:38 AM,July,Sunday,NOISE,2372 S WINSLOW CT,LB326,BPD,NO REPORT NEEDED
B16-26250,7/9/16,9:06 PM,July,Saturday,NOISE,720 S COLLEGE MALL RD; APT N12,LB305,BPD,NO REPORT NEEDED
B16-26236,7/9/16,7:26 PM,July,Saturday,NOISE,327 W 1ST ST; CANADIAN APTS APT 18,LB409,BPD,NO REPORT NEEDED
B16-26226,7/9/16,6:41 PM,July,Saturday,NOISE,116 N GRANT ST;QUAFF ON,LB102,BPD,NO REPORT NEEDED
B16-26208,7/9/16,2:53 PM,July,Saturday,NOISE,630 E ATWATER AVE,LB302,BPD,NO REPORT NEEDED
B16-26157,7/9/16,1:28 AM,July,Saturday,NOISE,2036 N WALNUT ST; apt 2c,LB212,BPD,NO REPORT NEEDED
B16-26153,7/9/16,12:47 AM,July,Saturday,NOISE,1515 S ARBORS LN,LB319,BPD,NO REPORT NEEDED
B16-26126,7/8/16,9:50 PM,July,Friday,NOISE,405 E 17TH ST; bldg c,LB212,BPD,NO REPORT NEEDED
B16-26034,7/8/16,4:10 AM,July,Friday,NOISE,1308 S FENBROOK LN,LB309,BPD,NO REPORT NEEDED
B16-26006,7/8/16,12:10 AM,July,Friday,NOISE,750 S WALKER ST; lot 41,LB409,BPD,NO REPORT NEEDED
B16-25957,7/7/16,2:58 PM,July,Thursday,NOISE,900 S HENDERSON ST,LB314,BPD,NO REPORT NEEDED
B16-25908,7/7/16,8:04 AM,July,Thursday,NOISE,108 W 6TH ST,LB101,BPD,NO REPORT NEEDED
B16-25725,7/6/16,12:30 AM,July,Wednesday,NOISE,N ILLINOIS ST & W ILLINOIS CT,LB517,BPD,NO REPORT NEEDED
B16-25712,7/5/16,11:23 PM,July,Tuesday,NOISE,1440 N WOODBURN AVE,LB512,BPD,NO REPORT NEEDED
B16-25588,7/5/16,12:13 AM,July,Tuesday,NOISE,3811 E MORNINGSIDE DR,LB220,BPD,NO REPORT NEEDED
B16-25552,7/4/16,9:38 PM,July,Monday,NOISE,1421 W ALLEN ST,LB413,BPD,NO REPORT NEEDED
B16-25531,7/4/16,5:12 PM,July,Monday,NOISE,915 N ROGERS ST;BLDG A APT 4,LB518,BPD,NO REPORT NEEDED
B16-25511,7/4/16,4:42 PM,July,Monday,NOISE,1004 W 6TH ST; 1004 1/2,LB520,BPD,NO REPORT NEEDED
B16-25459,7/4/16,3:47 AM,July,Monday,NOISE,310 W 12TH ST; PARK ON MORTON,LB519,BPD,NO REPORT NEEDED
B16-25455,7/4/16,2:30 AM,July,Monday,NOISE,815 S LARKSPUR LN,LB413,BPD,NO REPORT NEEDED
B16-25452,7/4/16,1:02 AM,July,Monday,NOISE,1600 N WILLIS DR; LOT 113,LB513,BPD,NO REPORT NEEDED
B16-25437,7/3/16,10:53 PM,July,Sunday,NOISE,904 W 2ND ST,LB409,BPD,NO REPORT NEEDED
B16-25434,7/3/16,10:28 PM,July,Sunday,NOISE,819 W 2ND ST,LB409,BPD,NO REPORT NEEDED
B16-25427,7/3/16,8:45 PM,July,Sunday,NOISE,1020 W ROSEWOOD DR,LB504,BPD,NO REPORT NEEDED
B16-25344,7/2/16,10:46 PM,July,Saturday,NOISE,1424 N JACKSON ST; JACKSON HEIGHTS APARTMENTS,LB513,BPD,NO REPORT NEEDED
B16-25317,7/2/16,5:26 PM,July,Saturday,NOISE,915 N ROGERS ST; APT4,LB518,BPD,NO REPORT NEEDED
B16-25281,7/2/16,12:45 PM,July,Saturday,NOISE,422 E KIRKWOOD AVE,LB104,BPD,NO REPORT NEEDED
B16-25176,7/1/16,5:13 PM,July,Friday,NOISE,N KINSER PIKE & W ACUFF RD,LB503,BPD,NO REPORT NEEDED
B16-25062,7/1/16,12:13 AM,July,Friday,NOISE,715 S GRANT ST,LB314,BPD,NO REPORT NEEDED
B16-38991,9/29/16,12:28 PM,September,Thursday,PANHANDLING,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,REPORT NEEDED
B16-38930,9/28/16,9:37 PM,September,Wednesday,PANHANDLING,1115 S WALNUT ST; CIRCLE K GRIMES AND WALNUT,LB314,BPD,NO REPORT NEEDED
B16-38733,9/27/16,11:03 AM,September,Tuesday,PANHANDLING,1835 N KINSER PIKE; FANTASTIC SAMS,LB510,BPD,NO REPORT NEEDED
B16-38100,9/22/16,8:34 PM,September,Thursday,PANHANDLING,3175 W 3RD ST; KMART WEST,LB403,BPD,REPORT NEEDED
B16-37940,9/21/16,8:09 PM,September,Wednesday,PANHANDLING,121 E KIRKWOOD AVE; CVS DOWNTOWN,LB102,BPD,NO REPORT NEEDED
B16-37737,9/20/16,3:38 PM,September,Tuesday,PANHANDLING,W 3RD ST & S LIBERTY DR,LB403,BPD,NO REPORT NEEDED
B16-37685,9/20/16,11:34 AM,September,Tuesday,PANHANDLING,S LINCOLN ST & E 4TH ST,LB104,BPD,NO REPORT NEEDED
B16-37570,9/19/16,2:32 PM,September,Monday,PANHANDLING,N COLLEGE AVE & W 17TH ST,LB519,BPD,NO REPORT NEEDED
B16-37163,9/16/16,11:07 PM,September,Friday,PANHANDLING,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,NO REPORT NEEDED
B16-37159,9/16/16,10:51 PM,September,Friday,PANHANDLING,S DUNN ST & E KIRKWOOD AVE,LB102,BPD,REPORT NEEDED
B16-37125,9/16/16,6:01 PM,September,Friday,PANHANDLING,S DUNN ST & E KIRKWOOD AVE,LB102,BPD,NO REPORT NEEDED
B16-36995,9/15/16,11:10 PM,September,Thursday,PANHANDLING,N WALNUT ST & E 6TH ST,LB101,BPD,NO REPORT NEEDED
B16-36871,9/14/16,11:59 PM,September,Wednesday,PANHANDLING,430 E KIRKWOOD AVE; JIMMY JOHNS KIRKWOOD,LB104,BPD,NO REPORT NEEDED
B16-36801,9/14/16,1:08 PM,September,Wednesday,PANHANDLING,965 S COLLEGE MALL RD; REGIONS BANK EAST,LB310,BPD,NO REPORT NEEDED
B16-36783,9/14/16,9:37 AM,September,Wednesday,PANHANDLING,639 S WALKER ST; BLOOMINGTON BONE AND JOINT,LB409,BPD,NO REPORT NEEDED
B16-36773,9/14/16,8:38 AM,September,Wednesday,PANHANDLING,E 3RD ST & S CLARIZZ BLVD,LB221,BPD,NO REPORT NEEDED
B16-36079,9/9/16,7:18 PM,September,Friday,PANHANDLING,W 3RD ST & S GATES DR,LB403,BPD,NO REPORT NEEDED
B16-35881,9/8/16,5:43 PM,September,Thursday,PANHANDLING,N COLLEGE AVE & W STATE ROAD 45 46 BYPASS,LB512,BPD,NO REPORT NEEDED
B16-35536,9/6/16,12:49 PM,September,Tuesday,PANHANDLING,S DUNN ST & E KIRKWOOD AVE,LB102,BPD,NO REPORT NEEDED
B16-35524,9/6/16,9:56 AM,September,Tuesday,PANHANDLING,520 S WALNUT ST; US POST OFFICE DOWNTOWN,LB410,BPD,NO REPORT NEEDED
B16-35434,9/5/16,4:01 PM,September,Monday,PANHANDLING,3233 W 3RD ST; BOB EVANS,LB403,BPD,NO REPORT NEEDED
B16-35189,9/3/16,7:14 PM,September,Saturday,PANHANDLING,102 E KIRKWOOD AVE; THE UPTOWN CAFE,LB104,BPD,NO REPORT NEEDED
B16-35173,9/3/16,5:40 PM,September,Saturday,PANHANDLING,N COLLEGE AVE & W STATE ROAD 45 46 BYPASS,LB512,BPD,NO REPORT NEEDED
B16-35117,9/3/16,8:43 AM,September,Saturday,PANHANDLING,3000 W 3RD ST,LB524,BPD,NO REPORT NEEDED
B16-34990,9/2/16,4:37 PM,September,Friday,PANHANDLING,E TEMPERANCE ST & N HARTSTRAIT RD,LE03,BPD,NO REPORT NEEDED
B16-34953,9/2/16,1:01 PM,September,Friday,PANHANDLING,121 E KIRKWOOD AVE; CVS DOWNTOWN,LB102,BPD,REPORT NEEDED
B16-34479,8/30/16,10:54 AM,August,Tuesday,PANHANDLING,2568 E 3RD ST; DOLLAR TREE EASTLAND PLAZA,LB304,BPD,NO REPORT NEEDED
B16-33676,8/25/16,4:28 PM,August,Thursday,PANHANDLING,1175 S COLLEGE MALL RD; KROGER JACKSON CREEK,LB310,BPD,NO REPORT NEEDED
B16-33373,8/23/16,7:17 PM,August,Tuesday,PANHANDLING,W 3RD ST & S LIBERTY DR,LB403,BPD,REPORT NEEDED
B16-33183,8/22/16,2:16 PM,August,Monday,PANHANDLING,1175 S COLLEGE MALL RD; KROGER JACKSON CREEK,LB310,BPD,NO REPORT NEEDED
B16-32856,8/20/16,7:17 PM,August,Saturday,PANHANDLING,1175 S COLLEGE MALL RD; KROGER JACKSON CREEK,LB310,BPD,NO REPORT NEEDED
B16-32775,8/20/16,9:09 AM,August,Saturday,PANHANDLING,121 E KIRKWOOD AVE; CVS DOWNTOWN,LB102,BPD,NO REPORT NEEDED
B16-32376,8/18/16,2:55 PM,August,Thursday,PANHANDLING,3233 W 3RD ST; BOB EVANS,LB403,BPD,NO REPORT NEEDED
B16-31811,8/15/16,8:01 PM,August,Monday,PANHANDLING,1255 S COLLEGE MALL RD; BIG RED LIQUORS S COLLEGE MALL,LB310,BPD,NO REPORT NEEDED
B16-31593,8/14/16,11:45 AM,August,Sunday,PANHANDLING,S WALNUT ST & E KIRKWOOD AVE,LB102,BPD,REPORT NEEDED
B16-31319,8/12/16,4:32 PM,August,Friday,PANHANDLING,1255 S COLLEGE MALL RD; BIG RED LIQUORS S COLLEGE MALL,LB310,BPD,NO REPORT NEEDED
B16-31291,8/12/16,1:54 PM,August,Friday,PANHANDLING,1255 S COLLEGE MALL RD; BIG RED LIQUORS S COLLEGE MALL,LB310,BPD,NO REPORT NEEDED
B16-30871,8/9/16,8:11 PM,August,Tuesday,PANHANDLING,1105 S COLLEGE MALL RD; HOOSIER EYE DOCTOR,LB310,BPD,NO REPORT NEEDED
B16-30433,8/6/16,2:36 PM,August,Saturday,PANHANDLING,E 3RD ST & S PETE ELLIS DR,LB305,BPD,NO REPORT NEEDED
B16-30404,8/6/16,10:32 AM,August,Saturday,PANHANDLING,102 E KIRKWOOD AVE; THE UPTOWN CAFE,LB104,BPD,NO REPORT NEEDED
B16-30129,8/4/16,5:23 PM,August,Thursday,PANHANDLING,2819 E 3RD ST; MCDONALDS EAST,LB221,BPD,NO REPORT NEEDED
B16-30056,8/4/16,7:11 AM,August,Thursday,PANHANDLING,3000 W 3RD ST,LB524,BPD,REPORT NEEDED
B16-29963,8/3/16,6:55 PM,August,Wednesday,PANHANDLING,102 E KIRKWOOD AVE; THE UPTOWN CAFE,LB104,BPD,NO REPORT NEEDED
B16-29946,8/3/16,5:28 PM,August,Wednesday,PANHANDLING,108 E KIRKWOOD AVE; FARM BLOOMINGTON,LB104,BPD,NO REPORT NEEDED
B16-29635,8/1/16,6:36 PM,August,Monday,PANHANDLING,1255 S COLLEGE MALL RD; BIG RED LIQUORS S COLLEGE MALL,LB310,BPD,NO REPORT NEEDED
B16-29607,8/1/16,4:16 PM,August,Monday,PANHANDLING,1255 S COLLEGE MALL RD; BIG RED LIQUORS S COLLEGE MALL,LB310,BPD,NO REPORT NEEDED
B16-28722,7/26/16,12:23 PM,July,Tuesday,PANHANDLING,1327 N WALNUT ST,LB519,BPD,NO REPORT NEEDED
B16-28694,7/26/16,7:19 AM,July,Tuesday,PANHANDLING,2819 E 3RD ST; MCDONALDS EAST,LB221,BPD,NO REPORT NEEDED
B16-28237,7/23/16,1:38 AM,July,Saturday,PANHANDLING,S DUNN ST & E KIRKWOOD AVE,LB102,BPD,NO REPORT NEEDED
B16-27893,7/20/16,9:24 PM,July,Wednesday,PANHANDLING,221 N WALNUT ST; BLACKS MERCANTILE,LB101,BPD,NO REPORT NEEDED
B16-27814,7/20/16,2:09 PM,July,Wednesday,PANHANDLING,907 S COLLEGE MALL RD; SUBWAY EAST,LB310,BPD,NO REPORT NEEDED
B16-26601,7/12/16,1:19 PM,July,Tuesday,PANHANDLING,S DUNN ST & E KIRKWOOD AVE,LB102,BPD,NO REPORT NEEDED
B16-26592,7/12/16,12:37 PM,July,Tuesday,PANHANDLING,E 3RD ST & S CLARIZZ BLVD,LB221,BPD,NO REPORT NEEDED
B16-26235,7/9/16,8:19 PM,July,Saturday,PANHANDLING,405 E KIRKWOOD AVE,LB102,BPD,NO REPORT NEEDED
B16-26225,7/9/16,6:51 PM,July,Saturday,PANHANDLING,1255 S COLLEGE MALL RD; BIG RED LIQUOR,LB310,BPD,REPORT NEEDED
B16-26197,7/9/16,1:09 PM,July,Saturday,PANHANDLING,1175 S COLLEGE MALL RD; KROGER JACKSON CREEK,LB310,BPD,NO REPORT NEEDED
B16-25648,7/5/16,2:51 PM,July,Tuesday,PANHANDLING,3000 W 3RD ST,LB524,BPD,NO REPORT NEEDED
B16-25619,7/5/16,10:03 AM,July,Tuesday,PANHANDLING,3000 W 3RD ST,LB524,BPD,NO REPORT NEEDED
B16-25092,7/1/16,9:06 AM,July,Friday,PANHANDLING,S WALNUT ST & E KIRKWOOD AVE,LB102,BPD,NO REPORT NEEDED
B16-38281,9/24/16,1:02 AM,September,Saturday,VANDALISM IP,N COLLEGE AVE & W 10TH ST,LB101,BPD,NO REPORT NEEDED
B16-37365,9/18/16,2:10 AM,September,Sunday,VANDALISM IP,710 S FESS AVE,LB302,BPD,REPORT NEEDED
B16-37362,9/18/16,1:39 AM,September,Sunday,VANDALISM IP,E 13TH ST & N FESS AVE,LB214,BPD,NO REPORT NEEDED
B16-37151,9/16/16,10:12 PM,September,Friday,VANDALISM IP,4310 E WALPOLE LN,LB218,BPD,REPORT NEEDED
B16-36450,9/11/16,11:17 PM,September,Sunday,VANDALISM IP,105 W 7TH ST; VIDEO SALOON,LB101,BPD,NO REPORT NEEDED
B16-36360,9/11/16,9:36 AM,September,Sunday,VANDALISM IP,800 N SMITH RD,LB218,BPD,NO REPORT NEEDED
B16-36232,9/10/16,3:15 PM,September,Saturday,VANDALISM IP,303 E KIRKWOOD AVE,LB102,BPD,NO REPORT NEEDED
B16-36228,9/10/16,2:56 PM,September,Saturday,VANDALISM IP,3626 E COVENANTER DR,LB309,BPD,REPORT NEEDED
B16-35951,9/9/16,3:48 AM,September,Friday,VANDALISM IP,2340 S BRANDON CT,LB326,BPD,NO REPORT NEEDED
B16-35890,9/8/16,7:34 PM,September,Thursday,VANDALISM IP,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,REPORT NEEDED
B16-35861,9/8/16,3:29 PM,September,Thursday,VANDALISM IP,2800 W WAPEHANI RD; WAPEHANI MOUNTAIN BIKE PARK,LB426,BPD,REPORT NEEDED
B16-35721,9/7/16,3:54 PM,September,Wednesday,VANDALISM IP,1327 W 13TH ST,LB517,BPD,NO REPORT NEEDED
B16-35515,9/6/16,7:49 AM,September,Tuesday,VANDALISM IP,202 E 6TH ST; MONROE COUNTY HISTORY CENTER,LB102,BPD,NO REPORT NEEDED
B16-35227,9/3/16,11:43 PM,September,Saturday,VANDALISM IP,1703 N WASHINGTON ST,LB212,BPD,REPORT NEEDED
B16-35187,9/3/16,6:56 PM,September,Saturday,VANDALISM IP,3100 S WALNUT STREET PIKE; B BLDG LOBBY,LB336,BPD,NO REPORT NEEDED
B16-34697,8/31/16,6:39 PM,August,Wednesday,VANDALISM IP,S WALNUT ST & E GRIMES LN,LB314,BPD,NO REPORT NEEDED
B16-34579,8/30/16,10:28 PM,August,Tuesday,VANDALISM IP,1114 W 6TH ST,LB521,BPD,NO REPORT NEEDED
B16-34228,8/28/16,10:09 PM,August,Sunday,VANDALISM IP,2500 S ROCKPORT RD; APT 1506,LB424,BPD,REPORT NEEDED
B16-34057,8/27/16,7:48 PM,August,Saturday,VANDALISM IP,501 E GRAHAM PL,LB327,BPD,NO REPORT NEEDED
B16-33891,8/26/16,8:32 PM,August,Friday,VANDALISM IP,3000 S WALNUT STREET PIKE; BARCLAY SQUARE APARTMENTS,LB328,BPD,NO REPORT NEEDED
B16-33693,8/25/16,6:14 PM,August,Thursday,VANDALISM IP,810 E MILLER DR,LB316,BPD,NO REPORT NEEDED
B16-33374,8/23/16,7:43 PM,August,Tuesday,VANDALISM IP,S STATE ROAD 37 & W 3RD ST; 220 E 3RD,LB524,BPD,NO REPORT NEEDED
B16-33370,8/23/16,7:21 PM,August,Tuesday,VANDALISM IP,S STATE ROAD 37 & W 3RD ST; 220 E 3RD,LB524,BPD,NO REPORT NEEDED
B16-33362,8/23/16,6:29 PM,August,Tuesday,VANDALISM IP,S STATE ROAD 37 & W 3RD ST,LB524,BPD,REPORT NEEDED
B16-32751,8/20/16,2:52 AM,August,Saturday,VANDALISM IP,308 W RILEY DR ; APT H8,LB512,BPD,NO REPORT NEEDED
B16-32748,8/20/16,2:36 AM,August,Saturday,VANDALISM IP,N DUNN ST & E 12TH ST,LB213,BPD,NO REPORT NEEDED
B16-32034,8/16/16,9:52 PM,August,Tuesday,VANDALISM IP,4420 S GARRISON CHAPEL RD,LMS04,BPD,NO REPORT NEEDED
B16-31349,8/12/16,8:35 PM,August,Friday,VANDALISM IP,2402 S WINSLOW CT; HENDERSON CT APTS,LB326,BPD,NO REPORT NEEDED
B16-30429,8/6/16,1:55 PM,August,Saturday,VANDALISM IP,2412 S BRITTANY LN,LB326,BPD,NO REPORT NEEDED
B16-30177,8/4/16,10:40 PM,August,Thursday,VANDALISM IP,1115 S WALNUT ST; CIRCLE K GRIMES AND WALNUT,LB314,BPD,NO REPORT NEEDED
B16-29794,8/2/16,5:00 PM,August,Tuesday,VANDALISM IP,2500 S ROCKPORT RD; APT 1502,LB424,BPD,REPORT NEEDED
B16-29648,8/1/16,8:17 PM,August,Monday,VANDALISM IP,3500 N DUNN ST; LAKE GRIFFY DAM,LB202,BPD,REPORT NEEDED
B16-29413,7/31/16,8:23 AM,July,Sunday,VANDALISM IP,1600 N WILLIS DR,LB513,BPD,NO REPORT NEEDED
B16-28306,7/23/16,2:55 PM,July,Saturday,VANDALISM IP,W 10TH ST & N ROGERS ST,LB519,BPD,NO REPORT NEEDED
B16-28037,7/21/16,9:47 PM,July,Thursday,VANDALISM IP,1525 S ROGERS ST,LB420,BPD,NO REPORT NEEDED
B16-27613,7/19/16,4:17 AM,July,Tuesday,VANDALISM IP,522 N LINCOLN ST,LB102,BPD,NO REPORT NEEDED
B16-27603,7/19/16,2:19 AM,July,Tuesday,VANDALISM IP,525 S VILLAGE CT,LB402,BPD,REPORT NEEDED
B16-27341,7/17/16,2:30 AM,July,Sunday,VANDALISM IP,W KIRKWOOD AVE & N ADAMS ST,LB521,BPD,NO REPORT NEEDED
B16-27211,7/16/16,4:35 AM,July,Saturday,VANDALISM IP,503 E SMITH AVE,LB104,BPD,REPORT NEEDED
B16-27147,7/15/16,9:42 PM,July,Friday,VANDALISM IP,1001 S HENDERSON ST; BRYAN PARK; BRYAN PARK PLAYGROUND,LB313,BPD,REPORT NEEDED
B16-26174,7/9/16,4:54 AM,July,Saturday,VANDALISM IP,935 S COPPER BEECH WAY; APT E,LB415,BPD,REPORT NEEDED
B16-25686,7/5/16,8:29 PM,July,Tuesday,VANDALISM IP,1600 N WILLIS DR; LOT 125,LB513,BPD,NO REPORT NEEDED
B16-25646,7/5/16,2:35 PM,July,Tuesday,VANDALISM IP,2300 N WALNUT ST; MCDONALDS NORTH,LB209,BPD,NO REPORT NEEDED
B16-25349,7/2/16,11:16 PM,July,Saturday,VANDALISM IP,N ROGERS ST & N MADISON ST,LB519,BPD,REPORT NEEDED
B16-25147,7/1/16,3:20 PM,July,Friday,VANDALISM IP,W VERNAL PIKE & N STATE ROAD 37 45,LB516,BPD,REPORT NEEDED
B16-38988,9/29/16,11:50 AM,September,Thursday,VANDALISM NP,2416 S BRITTANY LN,LB326,BPD,NO REPORT NEEDED
B16-38987,9/29/16,11:43 AM,September,Thursday,VANDALISM NP,2539 E EASTGATE LN,LB222,BPD,NO REPORT NEEDED
B16-38845,9/28/16,9:36 AM,September,Wednesday,VANDALISM NP,4218 E MORNINGSIDE DR,LB219,BPD,REPORT NEEDED
B16-38655,9/26/16,7:38 PM,September,Monday,VANDALISM NP,1108 W 8TH ST; GIRLS INC,LB520,BPD,REPORT NEEDED
B16-38646,9/26/16,6:47 PM,September,Monday,VANDALISM NP,401 W WATSON ST,LB423,BPD,REPORT NEEDED
B16-38572,9/26/16,8:40 AM,September,Monday,VANDALISM NP,908 N WALNUT ST; 39 DEGREES NORTH,LB213,BPD,REPORT NEEDED
B16-38568,9/26/16,8:37 AM,September,Monday,VANDALISM NP,815 N GRANT ST,LB213,BPD,REPORT NEEDED
B16-38567,9/26/16,8:35 AM,September,Monday,VANDALISM NP,1215 W 12TH ST; ONLINE REPORT,LB517,BPD,REPORT NEEDED
B16-38514,9/25/16,8:17 PM,September,Sunday,VANDALISM NP,406 E 11TH ST; APT 3,LB213,BPD,REPORT NEEDED
B16-38469,9/25/16,11:36 AM,September,Sunday,VANDALISM NP,100 E MILLER DR; APT 86,LB315,BPD,REPORT NEEDED
B16-38334,9/24/16,12:55 PM,September,Saturday,VANDALISM NP,422 E 11TH ST; UNIVERSITY TOWNHOMES; APT 7,LB213,BPD,REPORT NEEDED
B16-38319,9/24/16,10:38 AM,September,Saturday,VANDALISM NP,519 S FESS AVE,LB302,BPD,REPORT NEEDED
B16-38258,9/23/16,10:22 PM,September,Friday,VANDALISM NP,430 E KIRKWOOD AVE; JIMMY JOHNS KIRKWOOD,LB104,BPD,REPORT NEEDED
B16-38259,9/23/16,10:02 PM,September,Friday,VANDALISM NP,1200 N COLLEGE AVE; 4398 N RIDGLEY DR,LB519,BPD,NO REPORT NEEDED
B16-38234,9/23/16,6:39 PM,September,Friday,VANDALISM NP,1327 W 13TH ST,LB517,BPD,REPORT NEEDED
B16-38237,9/23/16,6:28 PM,September,Friday,VANDALISM NP,719 E 2ND ST,LB302,BPD,NO REPORT NEEDED
B16-38165,9/23/16,10:26 AM,September,Friday,VANDALISM NP,1050 N OOLITIC DR; 220 E 3RD ST BPD LOBBY,LB517,BPD,NO REPORT NEEDED
B16-38167,9/23/16,10:12 AM,September,Friday,VANDALISM NP,300 E STATE ROAD 45 46 BYPASS; APT 42; MATLOCK COURT,LB212,BPD,NO REPORT NEEDED
B16-38035,9/22/16,1:46 PM,September,Thursday,VANDALISM NP,2524 S ROGERS ST,LB423,BPD,REPORT NEEDED
B16-38012,9/22/16,10:20 AM,September,Thursday,VANDALISM NP,560 E MILLER DR,LB315,BPD,NO REPORT NEEDED
B16-37989,9/22/16,8:43 AM,September,Thursday,VANDALISM NP,740 S MORTON ST,LB409,BPD,REPORT NEEDED
B16-37988,9/22/16,8:41 AM,September,Thursday,VANDALISM NP,501 E HICKORY STICK CT,LB326,BPD,REPORT NEEDED
B16-37938,9/21/16,8:05 PM,September,Wednesday,VANDALISM NP,349 S GRANT ST,LB104,BPD,REPORT NEEDED
B16-37750,9/20/16,4:37 PM,September,Tuesday,VANDALISM NP,365 S PARK RIDGE RD; SUITE 103,LB307,BPD,REPORT NEEDED
B16-37752,9/20/16,4:33 PM,September,Tuesday,VANDALISM NP,501 E HICKORY STICK CT,LB326,BPD,NO REPORT NEEDED
B16-37672,9/20/16,9:38 AM,September,Tuesday,VANDALISM NP,426 E 11TH ST,LB213,BPD,REPORT NEEDED
B16-37605,9/19/16,5:17 PM,September,Monday,VANDALISM NP,406 E 6TH ST,LB102,BPD,NO REPORT NEEDED
B16-37485,9/18/16,10:56 PM,September,Sunday,VANDALISM NP,502 W HAYS CT,LB423,BPD,REPORT NEEDED
B16-37436,9/18/16,3:08 PM,September,Sunday,VANDALISM NP,1350 W BLOOMFIELD RD; BUFFALO WILD WINGS,LB406,BPD,REPORT NEEDED
B16-37404,9/18/16,11:02 AM,September,Sunday,VANDALISM NP,507 E KIRKWOOD AVE; BICYCLE GARAGE,LB102,BPD,NO REPORT NEEDED
